ship_mode,segment,region,category,quantity,discount,shipping_cost,order_priority,return
Second Class,Corporate,Central,Office Supplies,4,0.1,6.56,High,Yes
Second Class,Corporate,Central,Office Supplies,11,0.0,38.7,High,Yes
Second Class,Consumer,East,Office Supplies,3,0.2,10.17,Critical,
Standard Class,Corporate,Central,Technology,11,0.002,159.52,High,
Standard Class,Home Office,Oceania,Office Supplies,2,0.1,3.96,High,
Second Class,Consumer,East,Office Supplies,2,0.7,5.26,Critical,
Standard Class,Home Office,North,Office Supplies,3,0.5,0.4,Low,
Second Class,Corporate,Central,Office Supplies,5,0.1,7.33,High,Yes
First Class,Consumer,Oceania,Office Supplies,4,0.4,5.48,High,
Second Class,Consumer,East,Furniture,6,0.2,36.4,Critical,
Second Class,Consumer,East,Technology,3,0.4,26.12,Critical,
Second Class,Corporate,Central,Office Supplies,3,0.1,6.46,High,Yes
Standard Class,Consumer,South,Office Supplies,3,0.0,4.7,Medium,
First Class,Corporate,Africa,Office Supplies,4,0.1,132.29,Medium,
Second Class,Consumer,North,Office Supplies,1,0.5,2.53,High,
First Class,Corporate,South,Office Supplies,8,0.0,18.36,Critical,
First Class,Consumer,EMEA,Office Supplies,1,0.0,2.48,High,
Standard Class,Corporate,Central,Technology,4,0.0,36.29,Medium,
Second Class,Corporate,Canada,Office Supplies,1,0.0,1.4,Medium,
First Class,Consumer,Africa,Technology,1,0.0,12.68,Critical,
First Class,Home Office,South,Office Supplies,3,0.0,58.25,Critical,
Second Class,Corporate,West,Office Supplies,4,0.2,5.04,High,
First Class,Home Office,South,Office Supplies,3,0.4,15.23,Critical,
Standard Class,Corporate,Central,Technology,2,0.0,4.1,Medium,
Standard Class,Corporate,Central,Furniture,2,0.0,25.81,Medium,
First Class,Corporate,South,Office Supplies,3,0.0,3.54,High,
Standard Class,Corporate,Southeast Asia,Technology,3,0.37,21.22,Medium,
First Class,Consumer,Africa,Office Supplies,14,0.0,143.67,Critical,
First Class,Consumer,West,Furniture,5,0.7,29.68,Medium,
Standard Class,Home Office,North,Furniture,1,0.2,17.08,Medium,
Second Class,Consumer,EMEA,Office Supplies,1,0.0,1.48,High,
Standard Class,Consumer,Central,Office Supplies,2,0.0,8.77,High,
Same Day,Home Office,Africa,Furniture,2,0.0,88.97,High,
Standard Class,Consumer,Africa,Office Supplies,4,0.7,6.08,High,
Same Day,Home Office,Africa,Office Supplies,1,0.0,11.64,High,
First Class,Consumer,West,Office Supplies,4,0.2,14.49,Medium,
Standard Class,Consumer,Africa,Office Supplies,4,0.7,3.74,High,
First Class,Consumer,EMEA,Furniture,1,0.0,20.93,Medium,
First Class,Consumer,West,Office Supplies,5,0.2,10.39,Medium,
First Class,Consumer,West,Office Supplies,10,0.7,6.03,Medium,
Same Day,Home Office,Africa,Office Supplies,1,0.0,7.92,High,
Second Class,Consumer,Oceania,Furniture,3,0.1,1.23,Medium,
Same Day,Corporate,North,Office Supplies,2,0.0,82.67,Critical,
Second Class,Consumer,EMEA,Office Supplies,1,0.0,2.05,High,
Standard Class,Consumer,Central,Office Supplies,8,0.0,5.22,Low,
Standard Class,Consumer,Central,Office Supplies,3,0.0,4.88,Medium,
Standard Class,Corporate,EMEA,Office Supplies,1,0.0,1.58,Medium,
Standard Class,Corporate,South,Office Supplies,1,0.7,3.0,Medium,
Standard Class,Consumer,South,Furniture,3,0.0,85.72,Medium,
Standard Class,Consumer,West,Furniture,2,0.0,0.64,Medium,Yes
Standard Class,Corporate,EMEA,Office Supplies,6,0.0,88.66,Medium,
Standard Class,Consumer,Central,Office Supplies,4,0.1,14.53,Medium,
Standard Class,Consumer,South,Office Supplies,3,0.0,0.47,Medium,
Standard Class,Consumer,Central,Technology,4,0.0,26.73,Low,
Standard Class,Consumer,Central,Technology,2,0.0,18.43,Medium,
Standard Class,Corporate,EMEA,Office Supplies,1,0.0,4.61,Medium,
Standard Class,Consumer,Central,Office Supplies,1,0.0,1.14,Medium,
Standard Class,Consumer,Central,Office Supplies,5,0.0,1.98,Medium,
Standard Class,Consumer,Central,Furniture,6,0.2,320.38,Low,
Standard Class,Consumer,Central,Technology,2,0.0,19.1,Low,
Standard Class,Consumer,Central,Furniture,3,0.0,20.68,Medium,
Standard Class,Consumer,Central,Office Supplies,5,0.0,8.92,Low,
Standard Class,Consumer,South,Technology,7,0.0,31.52,Medium,
Standard Class,Consumer,South,Furniture,4,0.0,2.57,Medium,
Standard Class,Consumer,South,Office Supplies,3,0.0,2.6,Medium,
Standard Class,Corporate,Southeast Asia,Office Supplies,2,0.47,2.02,Medium,
Standard Class,Consumer,Central,Furniture,3,0.0,0.71,Medium,
Standard Class,Corporate,EMEA,Furniture,2,0.0,24.75,Medium,
Standard Class,Consumer,Central,Office Supplies,2,0.0,1.29,Low,
Standard Class,Consumer,South,Office Supplies,7,0.0,1.22,Medium,
Standard Class,Consumer,Central,Office Supplies,2,0.0,8.4,Medium,
Standard Class,Corporate,EMEA,Office Supplies,2,0.0,6.06,Medium,
Standard Class,Consumer,Central,Office Supplies,5,0.0,1.21,Medium,
Standard Class,Consumer,West,Office Supplies,2,0.0,0.94,Medium,Yes
Second Class,Consumer,South,Furniture,3,0.2,3.64,Critical,
First Class,Consumer,Oceania,Office Supplies,6,0.4,27.43,Critical,
Standard Class,Consumer,Central,Furniture,2,0.0,11.91,Medium,
First Class,Consumer,Oceania,Office Supplies,1,0.4,1.77,Critical,
First Class,Corporate,Africa,Office Supplies,2,0.0,21.6,High,
Standard Class,Home Office,Central,Office Supplies,2,0.0,0.27,Medium,
Standard Class,Corporate,Central,Technology,1,0.15,4.38,Medium,
Standard Class,Corporate,South,Technology,2,0.0,9.0,Medium,
Standard Class,Home Office,South,Office Supplies,1,0.0,5.13,High,
Standard Class,Home Office,South,Office Supplies,7,0.4,96.45,High,
Standard Class,Corporate,EMEA,Furniture,4,0.6,2.36,Medium,
Standard Class,Home Office,South,Furniture,2,0.0,77.08,High,
Standard Class,Corporate,Central,Office Supplies,4,0.0,18.96,Medium,
Standard Class,Home Office,Central,Office Supplies,5,0.0,73.27,Medium,
Standard Class,Corporate,South,Furniture,4,0.0,10.23,Medium,
Same Day,Consumer,Central,Office Supplies,3,0.0,3.61,Medium,
Standard Class,Home Office,EMEA,Office Supplies,1,0.0,0.58,Medium,
Same Day,Consumer,Central,Office Supplies,2,0.0,3.27,Medium,
Standard Class,Home Office,EMEA,Office Supplies,2,0.0,1.91,Medium,
Same Day,Consumer,Central,Furniture,3,0.0,45.77,Medium,
Same Day,Consumer,Central,Furniture,4,0.0,146.12,Medium,
Same Day,Consumer,Central,Office Supplies,2,0.0,5.55,Medium,
First Class,Consumer,South,Office Supplies,4,0.0,5.24,Critical,
Standard Class,Consumer,Africa,Office Supplies,6,0.0,3.57,Medium,
Standard Class,Consumer,Central,Office Supplies,3,0.0,0.95,High,
First Class,Consumer,South,Office Supplies,3,0.0,11.16,Critical,
Standard Class,Consumer,EMEA,Office Supplies,2,0.6,0.94,Medium,
Same Day,Corporate,EMEA,Office Supplies,1,0.0,133.57,Medium,
Second Class,Home Office,South,Office Supplies,1,0.0,3.33,High,
Standard Class,Consumer,Southeast Asia,Office Supplies,3,0.17,1.2,Medium,
Standard Class,Consumer,Oceania,Furniture,2,0.0,16.92,Medium,
Same Day,Corporate,EMEA,Technology,2,0.0,234.73,Medium,
Same Day,Corporate,EMEA,Furniture,1,0.0,15.16,Medium,
First Class,Consumer,South,Office Supplies,5,0.0,4.72,Critical,
Standard Class,Home Office,Central Asia,Office Supplies,5,0.0,4.27,Medium,
Standard Class,Corporate,Central,Office Supplies,1,0.0,0.62,Medium,
Standard Class,Consumer,Oceania,Office Supplies,14,0.0,20.03,Medium,
First Class,Consumer,South,Furniture,3,0.6,12.7,Critical,
Standard Class,Consumer,West,Office Supplies,6,0.0,4.31,Medium,
Standard Class,Corporate,Central,Technology,2,0.0,66.1,Medium,
Standard Class,Consumer,Oceania,Office Supplies,8,0.0,11.94,Medium,
Standard Class,Consumer,Oceania,Technology,3,0.1,9.92,Medium,
First Class,Consumer,South,Furniture,1,0.6,29.86,Critical,
Standard Class,Corporate,Central,Furniture,1,0.0,1.15,Medium,
Standard Class,Consumer,Central,Office Supplies,5,0.0,6.64,Medium,
Second Class,Consumer,Africa,Office Supplies,1,0.7,0.28,Medium,
First Class,Home Office,Africa,Office Supplies,4,0.0,6.53,High,
Second Class,Consumer,Caribbean,Office Supplies,1,0.0,1.76,Medium,
First Class,Consumer,North Asia,Office Supplies,2,0.0,3.17,High,
Standard Class,Consumer,Central,Office Supplies,9,0.0,33.54,Medium,
Standard Class,Corporate,Central,Office Supplies,10,0.0,8.94,Medium,
Standard Class,Corporate,North,Office Supplies,2,0.0,4.45,High,
Standard Class,Consumer,Central,Office Supplies,7,0.0,16.94,Medium,
Second Class,Consumer,Africa,Technology,6,0.7,18.61,Medium,
Standard Class,Consumer,Africa,Technology,1,0.0,27.7,High,
Second Class,Consumer,Central,Office Supplies,9,0.0,9.44,Medium,Yes
Standard Class,Consumer,EMEA,Furniture,1,0.6,3.08,Medium,
First Class,Corporate,Southeast Asia,Furniture,1,0.27,92.67,High,
Standard Class,Consumer,EMEA,Office Supplies,4,0.6,11.17,Medium,
Standard Class,Corporate,South,Technology,3,0.5,33.99,Medium,
Standard Class,Consumer,Africa,Office Supplies,1,0.0,0.88,High,
Second Class,Home Office,Central Asia,Office Supplies,3,0.0,13.82,High,
Standard Class,Consumer,North,Office Supplies,1,0.0,1.2,Medium,
Standard Class,Consumer,Africa,Technology,1,0.0,17.14,High,
Second Class,Consumer,Central,Office Supplies,5,0.1,11.06,Medium,Yes
Second Class,Consumer,Central,Office Supplies,9,0.0,12.46,Medium,Yes
Standard Class,Corporate,Africa,Office Supplies,4,0.0,25.63,Medium,
Standard Class,Consumer,North,Office Supplies,4,0.0,4.88,Medium,
Standard Class,Consumer,Southeast Asia,Office Supplies,3,0.17,12.24,Medium,
Same Day,Consumer,Central,Office Supplies,3,0.5,1.75,Medium,
Second Class,Consumer,Central,Office Supplies,2,0.0,1.74,Medium,Yes
Standard Class,Consumer,South,Office Supplies,3,0.0,4.82,High,
Same Day,Consumer,Central,Furniture,2,0.6,24.75,Medium,
Second Class,Consumer,Central,Office Supplies,2,0.1,2.65,Medium,Yes
Standard Class,Consumer,EMEA,Office Supplies,1,0.6,0.34,Medium,
Standard Class,Consumer,North,Technology,3,0.0,5.54,Medium,
Standard Class,Consumer,Africa,Office Supplies,1,0.0,1.43,High,
Second Class,Consumer,Central,Furniture,8,0.0,0.61,Medium,Yes
First Class,Home Office,EMEA,Technology,1,0.0,19.7,High,
Standard Class,Consumer,EMEA,Office Supplies,4,0.6,19.93,Medium,
Standard Class,Consumer,EMEA,Furniture,6,0.6,47.35,Medium,
Same Day,Consumer,Central,Office Supplies,6,0.5,3.98,Medium,
Standard Class,Consumer,EMEA,Office Supplies,2,0.6,1.28,Medium,
Second Class,Consumer,Central,Office Supplies,4,0.0,7.14,Medium,Yes
Standard Class,Consumer,Central Asia,Office Supplies,7,0.0,13.22,Low,
First Class,Consumer,Africa,Office Supplies,1,0.0,0.54,High,
Standard Class,Corporate,North Asia,Technology,7,0.0,17.61,Medium,Yes
Standard Class,Home Office,South,Office Supplies,3,0.0,1.53,Medium,
Standard Class,Consumer,North Asia,Office Supplies,2,0.0,2.6,Medium,
Standard Class,Home Office,South,Office Supplies,2,0.0,1.13,Medium,
First Class,Consumer,Africa,Office Supplies,1,0.0,3.44,High,
Standard Class,Consumer,Caribbean,Office Supplies,5,0.2,1.98,Medium,
Standard Class,Home Office,South,Office Supplies,8,0.0,21.48,Medium,
First Class,Corporate,Central,Office Supplies,2,0.0,1.39,High,
First Class,Corporate,Central,Furniture,2,0.0,24.59,High,
Second Class,Consumer,North,Office Supplies,13,0.0,24.52,Critical,
Standard Class,Home Office,South,Furniture,3,0.0,0.43,Medium,
Standard Class,Home Office,Southeast Asia,Office Supplies,13,0.47,5.67,Medium,
Standard Class,Home Office,South,Technology,13,0.0,11.95,Medium,
First Class,Consumer,Africa,Furniture,2,0.0,4.24,High,
First Class,Consumer,Africa,Office Supplies,1,0.0,3.73,High,
Standard Class,Home Office,South,Furniture,3,0.0,6.15,Medium,
Standard Class,Consumer,EMEA,Office Supplies,4,0.0,10.73,Medium,
Second Class,Consumer,North,Office Supplies,2,0.0,6.7,Critical,
Second Class,Corporate,Africa,Office Supplies,2,0.0,16.59,Critical,
Standard Class,Home Office,South,Technology,2,0.0,17.66,Medium,
First Class,Corporate,Southeast Asia,Office Supplies,5,0.47,4.86,Medium,
Standard Class,Consumer,West,Furniture,3,0.2,23.43,Medium,
Standard Class,Consumer,West,Office Supplies,4,0.0,3.25,Medium,
Standard Class,Consumer,Central,Office Supplies,1,0.1,1.15,Medium,
First Class,Corporate,Southeast Asia,Office Supplies,5,0.47,9.82,Medium,
Standard Class,Consumer,West,Office Supplies,1,0.0,4.0,Medium,
Second Class,Consumer,Oceania,Technology,2,0.1,51.51,Medium,
Standard Class,Corporate,Africa,Office Supplies,1,0.0,3.35,Medium,
Standard Class,Consumer,South,Furniture,2,0.7,18.73,Medium,
Standard Class,Consumer,South,Furniture,2,0.6,31.54,Medium,
Standard Class,Consumer,East,Office Supplies,1,0.2,0.36,Medium,
Second Class,Consumer,Africa,Office Supplies,1,0.7,0.32,Medium,
Second Class,Consumer,Africa,Office Supplies,6,0.7,0.39,Medium,
First Class,Consumer,Africa,Office Supplies,1,0.7,0.6,Critical,
First Class,Consumer,Africa,Office Supplies,2,0.7,1.01,Critical,
Second Class,Consumer,Africa,Technology,1,0.7,2.27,Medium,
Second Class,Consumer,Africa,Office Supplies,4,0.7,2.36,Medium,
Same Day,Corporate,Oceania,Furniture,2,0.4,63.14,High,
Second Class,Consumer,Africa,Office Supplies,1,0.7,0.12,Medium,
Second Class,Consumer,Africa,Technology,2,0.7,19.19,Medium,
Standard Class,Corporate,Oceania,Technology,3,0.1,54.17,High,
Standard Class,Corporate,Caribbean,Office Supplies,3,0.2,8.52,Medium,
Standard Class,Consumer,Oceania,Office Supplies,4,0.0,5.85,Medium,
Standard Class,Consumer,Oceania,Technology,4,0.0,129.0,Medium,
Standard Class,Consumer,Africa,Furniture,2,0.0,19.34,Medium,
First Class,Consumer,Central,Office Supplies,3,0.0,12.7,Critical,
Standard Class,Consumer,Oceania,Furniture,4,0.0,104.29,Medium,
Standard Class,Corporate,Oceania,Furniture,8,0.1,15.85,High,
Standard Class,Consumer,Africa,Furniture,1,0.0,22.32,Medium,
Standard Class,Corporate,Caribbean,Office Supplies,4,0.2,1.99,Medium,
Standard Class,Consumer,North Asia,Office Supplies,6,0.0,10.65,Medium,
Standard Class,Consumer,Africa,Office Supplies,1,0.0,2.12,Medium,
Standard Class,Consumer,Oceania,Office Supplies,6,0.0,5.18,Medium,
Standard Class,Consumer,Africa,Office Supplies,6,0.0,3.6,Medium,
Standard Class,Consumer,Africa,Office Supplies,4,0.0,6.18,Medium,
Standard Class,Consumer,Oceania,Office Supplies,2,0.0,1.9,Medium,
Standard Class,Consumer,Central,Office Supplies,2,0.0,22.58,High,
Standard Class,Home Office,Southeast Asia,Office Supplies,4,0.0,4.51,Medium,
Standard Class,Consumer,Central,Office Supplies,2,0.0,1.2,High,
Standard Class,Consumer,Oceania,Office Supplies,6,0.0,5.01,Medium,
Standard Class,Consumer,Canada,Technology,1,0.0,24.1,Medium,
Same Day,Corporate,Central,Technology,1,0.0,71.57,High,
Standard Class,Consumer,Central,Office Supplies,5,0.5,6.72,High,
First Class,Consumer,Central,Technology,6,0.0,66.88,High,
Second Class,Corporate,South,Office Supplies,1,0.0,4.16,High,
First Class,Corporate,Central,Technology,1,0.5,16.56,High,
Second Class,Consumer,South,Furniture,4,0.2,23.69,Medium,
First Class,Corporate,North Asia,Office Supplies,5,0.0,4.14,Medium,
Standard Class,Consumer,Central,Technology,3,0.65,12.91,High,
Second Class,Corporate,Southeast Asia,Office Supplies,4,0.47,13.49,Medium,
Second Class,Consumer,South,Office Supplies,4,0.0,4.7,Medium,
Second Class,Corporate,Southeast Asia,Furniture,1,0.27,46.3,Medium,
First Class,Corporate,North Asia,Furniture,7,0.0,154.4,Medium,
First Class,Consumer,North,Technology,2,0.1,49.6,High,
Second Class,Corporate,South,Technology,1,0.1,78.0,High,
Second Class,Consumer,South,Furniture,2,0.0,56.01,Medium,
First Class,Corporate,Central,Office Supplies,1,0.5,1.83,High,
Standard Class,Consumer,Central,Technology,6,0.65,96.84,High,
First Class,Corporate,North Asia,Technology,4,0.0,26.59,Medium,
First Class,Corporate,North Asia,Office Supplies,3,0.0,88.42,Medium,
Same Day,Corporate,Central,Office Supplies,2,0.1,35.68,High,
First Class,Corporate,South,Office Supplies,2,0.0,6.18,High,
Second Class,Corporate,Southeast Asia,Office Supplies,6,0.47,1.78,Medium,
First Class,Corporate,North Asia,Furniture,2,0.3,70.94,Medium,
Standard Class,Consumer,Oceania,Furniture,2,0.1,1.77,Medium,Yes
First Class,Corporate,Central,Technology,8,0.5,109.14,High,
Standard Class,Consumer,Central,Technology,2,0.5,6.24,High,
Second Class,Consumer,South,Office Supplies,1,0.0,5.96,Medium,
Standard Class,Corporate,Caribbean,Office Supplies,2,0.0,2.25,Medium,
Standard Class,Home Office,Oceania,Furniture,6,0.1,51.08,Medium,
Same Day,Corporate,Southeast Asia,Technology,3,0.07,27.16,Medium,
Standard Class,Consumer,EMEA,Office Supplies,1,0.0,21.46,Medium,
Standard Class,Home Office,Oceania,Office Supplies,2,0.1,1.46,Medium,
Standard Class,Corporate,East,Office Supplies,1,0.2,0.41,High,
Same Day,Corporate,Southeast Asia,Furniture,2,0.27,48.69,Medium,
Standard Class,Home Office,East,Office Supplies,2,0.0,0.94,Medium,
Standard Class,Home Office,Oceania,Furniture,7,0.1,52.13,Medium,
Standard Class,Corporate,East,Technology,3,0.2,9.21,High,
Standard Class,Home Office,East,Office Supplies,5,0.0,2.18,Medium,
Standard Class,Home Office,Oceania,Office Supplies,8,0.1,7.66,Medium,
Standard Class,Corporate,Oceania,Furniture,3,0.1,28.53,Medium,
Second Class,Home Office,South,Office Supplies,2,0.6,3.91,High,
Standard Class,Consumer,Africa,Office Supplies,1,0.0,0.85,High,
Second Class,Home Office,Central,Office Supplies,3,0.4,50.13,Medium,
Second Class,Home Office,Central,Technology,3,0.402,5.57,Medium,
Standard Class,Consumer,Central Asia,Technology,2,0.0,34.0,Medium,
Standard Class,Consumer,Central Asia,Office Supplies,4,0.0,7.97,Medium,
Standard Class,Consumer,Central Asia,Technology,5,0.0,23.95,Medium,
Second Class,Home Office,Central,Office Supplies,2,0.4,1.6,Medium,
Second Class,Consumer,Central,Office Supplies,7,0.2,1.58,Medium,
Standard Class,Corporate,South,Furniture,2,0.0,10.84,Medium,
Standard Class,Consumer,South,Technology,7,0.0,37.67,Medium,
Standard Class,Consumer,South,Office Supplies,5,0.0,12.99,Medium,
Second Class,Home Office,South,Office Supplies,3,0.6,27.38,High,
Second Class,Consumer,Oceania,Technology,2,0.1,31.09,High,
First Class,Corporate,Southeast Asia,Office Supplies,2,0.17,1.62,Medium,
Second Class,Home Office,South,Technology,3,0.602,18.5,High,
Standard Class,Consumer,South,Office Supplies,3,0.0,1.19,Medium,
Standard Class,Consumer,Central Asia,Office Supplies,9,0.0,9.28,Medium,
Standard Class,Consumer,North Asia,Technology,3,0.0,25.19,Medium,
Standard Class,Consumer,Africa,Technology,1,0.0,9.31,High,
Standard Class,Consumer,Africa,Office Supplies,1,0.0,2.96,High,
Second Class,Home Office,Central,Technology,3,0.402,9.81,Medium,
Second Class,Consumer,Central,Office Supplies,5,0.2,0.74,Medium,
Second Class,Home Office,South,Technology,3,0.602,9.8,High,
First Class,Corporate,North Asia,Furniture,3,0.0,52.26,Critical,
Second Class,Consumer,South,Technology,2,0.2,122.9,Critical,
Standard Class,Consumer,Africa,Office Supplies,2,0.0,9.89,High,
Standard Class,Consumer,Central,Technology,2,0.0,19.04,Low,
Standard Class,Consumer,Southeast Asia,Office Supplies,2,0.17,1.44,Medium,
First Class,Consumer,EMEA,Technology,4,0.0,60.9,Critical,
First Class,Corporate,North Asia,Furniture,4,0.0,80.66,Critical,
First Class,Corporate,North Asia,Office Supplies,5,0.0,21.48,Critical,
First Class,Corporate,North Asia,Office Supplies,2,0.0,162.08,Critical,
First Class,Consumer,EMEA,Furniture,2,0.0,28.14,Critical,
Same Day,Consumer,East,Office Supplies,3,0.2,6.94,High,
Standard Class,Consumer,Africa,Office Supplies,1,0.0,3.67,High,
Standard Class,Consumer,Central,Office Supplies,5,0.1,102.56,Medium,
First Class,Consumer,Southeast Asia,Technology,4,0.0,75.19,Critical,
